PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
C	Bezerra, TR; Moura, A; Bullock, S; Pfahl, D		Obaidat, MS; Oren, T; Kacprzyk, J; Filipe, J		Bezerra, Tarcio R.; Moura, Antao; Bullock, Seth; Pfahl, Dietmar			A System Dynamics Simulator for Decision Support in Risk- Based IT Outsourcing Capabilities Management	SIMULATION AND MODELING METHODOLOGIES, TECHNOLOGIES AND APPLICATIONS, SIMULTECH 2014	Advances in Intelligent Systems and Computing				International Conference on Simulation and Modeling Methodologies, Technologies and Applications (SIMULTECH)	AUG 28-30, 2014	Vienna, AUSTRIA	Inst Syst & Technologies Informat, Control & Commun, Austrian Comp Soc, Vienna Univ Technol, Soc Modeling & Simulat Int, IEEE Comp Soc Tech Comm Simulat, Liophant Simulat, Simulat Team								Pfahl, Dietmar/H-3084-2015	Pfahl, Dietmar/0000-0003-2400-501X												2194-5357	2194-5365	978-3-319-26470-7; 978-3-319-26469-1				2015	402						131	152		10.1007/978-3-319-26470-7_7							WOS:000380770500007						
C	Asnani, K; Vaz, D; Desai, TP; Borgikar, S; Bisht, M; Bhosale, S; Balaji, N		Satapathy, SC; Biswal, BN; Udgata, SK; Mandal, JK		Asnani, Kavita; Vaz, Douglas; Desai, Tanay Prabhu; Borgikar, Surabhi; Bisht, Megha; Bhosale, Sharvari; Balaji, Nikhil			Sentence Completion Using Text Prediction Systems	PROCEEDINGS OF THE 3RD INTERNATIONAL CONFERENCE ON FRONTIERS OF INTELLIGENT COMPUTING: THEORY AND APPLICATIONS (FICTA) 2014, VOL 1	Advances in Intelligent Systems and Computing				3rd International Conference on Frontiers in Intelligent Computing - Theory and Applications (FICTA)	NOV 14-15, 2014	Bhubaneswar, INDIA	Bhubaneswar Engn Coll, Anil Neerukonda Inst Technol & Sci, CSI Student Branch																					2194-5357	2194-5365	978-3-319-11932-8				2015	327						397	404		10.1007/978-3-319-11933-5_43							WOS:000347779500043						
C	Schur, A; Williams, M	Nunes, IL			Schur, Amir; Williams, Mike	Nunes, IL		Augmented System Verification Using Automated Testing	ADVANCES IN HUMAN FACTORS AND SYSTEMS INTERACTION	Advances in Intelligent Systems and Computing				AHFE International Conference on Human Factors and System Interactions	JUL 17-21, 2017	Los Angeles, CA																						2194-5357	2194-5365	978-3-319-60366-7; 978-3-319-60365-0				2018	592						64	70		10.1007/978-3-319-60366-7_7							WOS:000448246000007						
C	Patel, A; Sukumar, B; Bhagvati, C		Sa, PK; Sahoo, MN; Murugappan, M; Wu, Y; Majhi, B		Patel, Amit; Sukumar, Burra; Bhagvati, Chakravarthy			SVM with Inverse Fringe as Feature for Improving Accuracy of Telugu OCR Systems	PROGRESS IN INTELLIGENT COMPUTING TECHNIQUES: THEORY, PRACTICE, AND APPLICATIONS, VOL 1	Advances in Intelligent Systems and Computing				4th International Conference on Advanced Computing, Networking and Informatics (ICACNI)	SEP 22-24, 2016	Natl Inst Technol Rourkela, Ctr Comp Vis & Pattern Recognit, Rourkela, INDIA	Joint Control Syst Soc & Instrumentat & Measurement Soc Chapter, IEEE Kolkata Sect, IEEE Commun Soc Calcutta Chapter, Govt India, CSIR Natl Aerosp Labs Aerosp Elect & Syst Div, Iowa State Univ, Dependable Comp & Networking Lab, Henan Univ Sci & Technol, Multimedia Content Secur Innovat Res Grp, Poznan Univ Technol Vis Lab	Natl Inst Technol Rourkela, Ctr Comp Vis & Pattern Recognit							Patel, Amit/F-5669-2019	Patel, Amit/0000-0001-6086-9419												2194-5357	2194-5365	978-981-10-3373-5; 978-981-10-3372-8				2018	518						253	263		10.1007/978-981-10-3373-5_25							WOS:000450399000025						
C	Pham, TV; Huy, DD		Bhateja, V; LeNguyen, B; Nguyen, NG; Satapathy, SC; Le, DN		Pham, Thiem V.; Du Dao Huy			Novel Adaptive Neural Sliding Mode Control for Uncertain Nonlinear System with Disturbance Estimation	INFORMATION SYSTEMS DESIGN AND INTELLIGENT APPLICATIONS, INDIA 2017	Advances in Intelligent Systems and Computing				4th International Conference on Information Systems Design and Intelligent Applications (INDIA)	JUN 15-17, 2017	Duy Tan Univ, Da Nang, VIETNAM		Duy Tan Univ							, Van Thiem Pham/AAJ-4161-2020; V. Pham, Thiem/AAN-5905-2020	, Van Thiem Pham/0000-0002-1752-0139; V. Pham, Thiem/0000-0003-0113-8661												2194-5357	2194-5365	978-981-10-7512-4; 978-981-10-7511-7				2018	672						137	148		10.1007/978-981-10-7512-4_14							WOS:000456194600014						
C	Brauner, P; Philipsen, R; Valdez, AC; Ziefle, M		Freund, LE; Cellary, W		Brauner, Philipp; Philipsen, Ralf; Valdez, Andre Calero; Ziefle, Martina			The Interaction of Causal Attribution of Performance and Compliance with Decision Support Systems in Cyber-Physical Production Systems - An Empirical Study Using a Business Simulation Game	ADVANCES IN THE HUMAN SIDE OF SERVICE ENGINEERING, AHFE 2017	Advances in Intelligent Systems and Computing				8th International Conference on Applied Human Factors and Ergonomics and the Affiliated Conferences (AHFE) / 5th International Conference on the Human Side of Service Engineering (HSSE)	JUL 17-21, 2017	Los Angeles, CA									Brauner, Philipp/AAH-1500-2020; Philipsen, Ralf/AAE-8716-2020; Brauner, Philipp/H-5038-2017; Valdez, Andre Calero/AAJ-3310-2021; Calero Valdez, Andre/E-8359-2012	Brauner, Philipp/0000-0003-2837-5181; Philipsen, Ralf/0000-0002-8922-8604; Brauner, Philipp/0000-0003-2837-5181; Calero Valdez, Andre/0000-0002-6214-1461												2194-5357	2194-5365	978-3-319-60486-2; 978-3-319-60485-5				2018	601						11	23		10.1007/978-3-319-60486-2_2							WOS:000465511900002						
C	Singh, DAAG; Priyadharshini, R; Leavline, EJ		Dash, SS; Naidu, PCB; Bayindir, R; Das, S		Singh, D. Asir Antony Gnana; Priyadharshini, R.; Leavline, E. Jebamalar			Analysis of Cloud Environment Using CloudSim	ARTIFICIAL INTELLIGENCE AND EVOLUTIONARY COMPUTATIONS IN ENGINEERING SYSTEMS, ICAIECES 2017	Advances in Intelligent Systems and Computing				International Conference on Artificial Intelligence and Evolutionary Computations in Engineering Systems (ICAIECES)	APR 27-29, 2017	Madanapalle Inst Technol & Sci, Madanapalle, INDIA		Madanapalle Inst Technol & Sci							E, JEBAMALAR LEAVLINE/I-9388-2012; D, ASIR ANTONY GNANA SINGH/Q-1757-2016	E, JEBAMALAR LEAVLINE/0000-0002-5115-6887; D, ASIR ANTONY GNANA SINGH/0000-0002-4913-2886												2194-5357	2194-5365	978-981-10-7868-2; 978-981-10-7867-5				2018	668						325	333		10.1007/978-981-10-7868-2_32							WOS:000550312800032						
C	Osinski, D; Jasinska-Choromanska, D		Szewczyk, R; Zielinski, C; Kaliczynska, M		Osinski, Dymitr; Jasinska-Choromanska, Danuta			Survey of Turning Systems Used in Lower Extremity Exoskeletons	CHALLENGES IN AUTOMATION, ROBOTICS AND MEASUREMENT TECHNIQUES	Advances in Intelligent Systems and Computing				International Conference Challenges in Automation, Robotics and Measurement Techniques (Automation)	MAR 02-04, 2016	Warsaw, POLAND										Jasinska-Choromanska, Danuta/0000-0002-7014-3176												2194-5357	2194-5365	978-3-319-29357-8; 978-3-319-29356-1				2016	440						447	457		10.1007/978-3-319-29357-8_40							WOS:000381924400040						
C	Jena, S; Priyanka, A; Beura, SK; Bhuyan, PK		Sundari, PD; Dash, SS; Das, S; Panigrahi, BK		Jena, Suprava; Priyanka, Atmakuri; Beura, Sambit Kumar; Bhuyan, P. K.			Application of Fuzzy Inference System to Estimate Perceived LOS Criteria of Urban Road Segments	PROCEEDINGS OF 2ND INTERNATIONAL CONFERENCE ON INTELLIGENT COMPUTING AND APPLICATIONS	Advances in Intelligent Systems and Computing				2nd International Conference on Intelligent Computing and Applications (ICICA)	FEB 05-06, 2016	KCG Coll Technol, Chennai, INDIA		KCG Coll Technol							JENA, SUPRAVA/R-8860-2018	JENA, SUPRAVA/0000-0002-2476-6831; Beura, Sambit Kumar/0000-0003-2823-7942												2194-5357	2194-5365	978-981-10-1645-5; 978-981-10-1644-8				2017	467						639	651		10.1007/978-981-10-1645-5_54							WOS:000401652200054						
C	Pazera, M; Klimkowicz, K; Wrzesinska, B; Witczak, M		Koscielny, JM; Syfert, M; Sztyber, A		Pazera, Marcin; Klimkowicz, Kamil; Wrzesinska, Beata; Witczak, Marcin			A Process Fault-Tolerant Control for Non-linear Dynamic Systems	ADVANCED SOLUTIONS IN DIAGNOSTICS AND FAULT TOLERANT CONTROL	Advances in Intelligent Systems and Computing				13th International Conference on Diagnostics of Processes and Systems (DPS)	SEP 10-13, 2017	Sandomierz, POLAND	Warsaw Univ Technol, Univ Zielona Gora, Gdansk Univ Technol, Warsaw Univ Technol, Fac Mechatron, Inst Automat Control & Robot, Polish Acad Sci, Comm Automat Control & Robot								Klimkowicz, Kamil/U-9076-2018; Witczak, Marcin/F-7947-2014	Klimkowicz, Kamil/0000-0002-5677-799X; Witczak, Marcin/0000-0002-0031-0004; Pazera, Marcin/0000-0003-2469-7570												2194-5357	2194-5365	978-3-319-64474-5; 978-3-319-64473-8				2018	635						33	44		10.1007/978-3-319-64474-5_3							WOS:000456930300003						
C	Chen, K; Kamezaki, M; Katano, T; Kaneko, T; Azuma, K; Seki, M; Ichiryu, K; Ishida, T; Sugano, S		Ahram, T; Falcao, C		Chen, Kui; Kamezaki, Mitsuhiro; Katano, Takahiro; Kaneko, Taisei; Azuma, Kohga; Seki, Masatoshi; Ichiryu, Ken; Ishida, Tatsuzo; Sugano, Shigeki			Usability Test in Different Types of Control-Authority Allocations for Multi-Operator Single-Robot System OCTOPUS	ADVANCES IN USABILITY AND USER EXPERIENCE, AHFE 2017	Advances in Intelligent Systems and Computing				International Conference on Usability and User Experience/8th International Conference on Applied Human Factors and Ergonomics (AHFE)	JUL 17-21, 2017	Los Angeles, CA									Kamezaki, Mitsuhiro/AAH-9183-2019	Kamezaki, Mitsuhiro/0000-0002-4377-8993; Sugano, Shigeki/0000-0002-9331-2446												2194-5357	2194-5365	978-3-319-60492-3; 978-3-319-60491-6				2018	607						675	685		10.1007/978-3-319-60492-3_64							WOS:000449661400064						
C	Ravi, NR; Vani, K; Gupta, D		Berretti, S; Thampi, SM; Srivastava, PR		Ravi, N. Riya; Vani, K.; Gupta, Deepa			Exploration of Fuzzy C Means Clustering Algorithm in External Plagiarism Detection System	INTELLIGENT SYSTEMS TECHNOLOGIES AND APPLICATIONS, VOL 1	Advances in Intelligent Systems and Computing				International Symposium on Intelligent Systems Technologies and Applications (ISTA)	AUG 10-13, 2015	SCMS Grp Inst, SCMS Sch Engn & Technol, Kochi, INDIA		SCMS Grp Inst, SCMS Sch Engn & Technol								Gupta, Deepa/0000-0002-1041-5125; Kanjirangat, Vani/0000-0002-2526-1413												2194-5357	2194-5365	978-3-319-23036-8; 978-3-319-23035-1				2016	384						127	138		10.1007/978-3-319-23036-8_11							WOS:000381427400011						
C	Shah, R; Patel, A; Amin, K		Satapathy, SC; Joshi, A; Modi, N; Pathak, N		Shah, Ravi; Patel, Ashishkumar; Amin, Kiran			Item Amalgamation Approach for Serendipity-Oriented Recommender System	PROCEEDINGS OF INTERNATIONAL CONFERENCE ON ICT FOR SUSTAINABLE DEVELOPMENT ICT4SD 2015, VOL 2	Advances in Intelligent Systems and Computing				International Conference on Information and Communication Technology for Sustainable Development (ICT4SD)	JUL 03-04, 2015	Ahmedabad, INDIA	ASSOCHAM Gujarat Chapter, ACM Profess Chapter, GESIA, Sabar Inst Technol									Amin, Dr. Kiran/0000-0001-6136-4068												2194-5357		978-981-10-0135-2; 978-981-10-0133-8				2016	409						397	404		10.1007/978-981-10-0135-2_39							WOS:000386260900039						
C	Neeta, K; Gopal, P		Sahana, SK; Saha, SK		Neeta, Kumari; Gopal, Pathak			Determination of Suitable ANN Architecture for Groundwater Fluoride Prediction	ADVANCES IN COMPUTATIONAL INTELLIGENCE	Advances in Intelligent Systems and Computing				1st International Conference on Computational Intelligence (ICCI)	DEC 10-11, 2015	Birla Inst Technol, Ranchi, INDIA		Birla Inst Technol																				2194-5357		978-981-10-2525-9; 978-981-10-2524-2				2017	509						81	88		10.1007/978-981-10-2525-9_8							WOS:000401112800008						
C	Kumar, MR; Srinivasu, N; Reddy, LC		Satapathy, SC; Tavares, JMRS; Bhateja, V; Mohanty, JR		Kumar, M. Ranjeeth; Srinivasu, N.; Reddy, Lokanatha C.			Dynamic and Secure Authentication Using IKC for Distributed Cloud Environment	INFORMATION AND DECISION SCIENCES	Advances in Intelligent Systems and Computing				6th International Conference on Frontiers of Intelligent Computing: Theory and Applications (FICTA)	OCT 14-15, 2017	KIIT Univ, Sch Comp Applicat, Bhubaneswar, INDIA		KIIT Univ, Sch Comp Applicat							M, Ranjeeth Kumar/AAT-5318-2021	M, Ranjeeth Kumar/0000-0002-4755-302X; nulaka, srinivasu/0000-0002-9593-3916												2194-5357	2194-5365	978-981-10-7563-6; 978-981-10-7562-9				2018	701						107	117		10.1007/978-981-10-7563-6_12							WOS:000553798400012						
C	Wu, XB; Sun, H; Wu, ZH; Miao, XN		Xhafa, F; Patnaik, S; Yu, Z		Wu, Xiaobo; Sun, Hong; Wu, Zhaohui; Miao, Xuna			Modeling and Evaluating of Decision Support System Based on Cost-Sensitive Multiclass Classification Algorithms	RECENT DEVELOPMENTS IN INTELLIGENT SYSTEMS AND INTERACTIVE APPLICATIONS (IISA2016)	Advances in Intelligent Systems and Computing				International Conference on Intelligent and Interactive Systems and Applications (IISA)	JUN 25-26, 2016	Shanghai, PEOPLES R CHINA																						2194-5357		978-3-319-49568-2; 978-3-319-49567-5				2017	541						433	438		10.1007/978-3-319-49568-2_61							WOS:000400685600061						
C	Qiu, BB; Zhou, JP; Zheng, ZX; Shen, H		Rebelo, F; Soares, M		Qiu, Bianbian; Zhou, Jiping; Zheng, Zaixiang; Shen, Hui			Should Tractors' Ergonomic Evaluation Index System in Different Life Cycle Stage be Different? A Delphi Survey Conducted in China	ADVANCES IN ERGONOMICS IN DESIGN (AHFE 2017)	Advances in Intelligent Systems and Computing				AHFE International Conference on Ergonomics in Design	JUL 17-21, 2017	Los Angeles, CA																						2194-5357	2194-5365	978-3-319-60582-1; 978-3-319-60581-4				2018	588						145	156		10.1007/978-3-319-60582-1_15							WOS:000448239400015						
C	Korobiichuk, I; Bezvesilna, O; Tkachuk, A; Nowicki, M; Szewczyk, R		Szewczyk, R; Zielinski, C; Kaliczynska, M		Korobiichuk, Igor; Bezvesilna, Olena; Tkachuk, Andrii; Nowicki, Michal; Szewczyk, Roman			Piezoelectric Gravimeter of the Aviation Gravimetric System	CHALLENGES IN AUTOMATION, ROBOTICS AND MEASUREMENT TECHNIQUES	Advances in Intelligent Systems and Computing				International Conference Challenges in Automation, Robotics and Measurement Techniques (Automation)	MAR 02-04, 2016	Warsaw, POLAND									Tkachuk, Andrii/AAC-7025-2021; Bezvesilna, Olena/AAK-1848-2020; Bezvesilnay, Elena/AAP-3520-2020; Korobiichuk, Igor/M-1869-2015; Bezvesilnaya, Elena/AAK-8663-2020; Nowicki, Michal/D-4811-2018	Tkachuk, Andrii/0000-0003-2466-6299; Bezvesilnay, Elena/0000-0003-4479-6840; Korobiichuk, Igor/0000-0002-5865-7668; Bezvesilnaya, Elena/0000-0002-6951-1242; Nowicki, Michal/0000-0003-2513-952X; Szewczyk, Roman/0000-0002-1214-1009												2194-5357		978-3-319-29357-8; 978-3-319-29356-1				2016	440						753	761		10.1007/978-3-319-29357-8_65							WOS:000381924400065						
C	Ko, CH; Young, KY; Agrawal, SK		Lee, S; Cho, HS; Yoon, KJ; Lee, JM		Ko, Chun-Hsu; Young, Kuu-Young; Agrawal, Sunil K.			Gait Analysis for a Human with a Robot Walking Helper	INTELLIGENT AUTONOMOUS SYSTEMS 12, VOL 1	Advances in Intelligent Systems and Computing				12th International Conference of Intelligent Autonomous Systems	JUN 26-29, 2012	Jeju, SOUTH KOREA																						2194-5357	2194-5365	978-3-642-33925-7; 978-3-642-33926-4				2013	193						603	+									WOS:000313842700057						
C	Durgun, B		Baldwin, C		Durgun, Behice			The Human Nervous System as a Model for Function Allocation in Human-Automation Interaction	ADVANCES IN NEUROERGONOMICS AND COGNITIVE ENGINEERING (AHFE 2017)	Advances in Intelligent Systems and Computing				8th International Conference on Applied Human Factors and Ergonomics (AHFE) / International Conferences on Cognitive and Neuroergonomics and Cognitive Computing and Internet of Things	JUL 17-21, 2017	Los Angeles, CA																						2194-5357	2194-5365	978-3-319-60642-2; 978-3-319-60641-5				2018	586						401	409		10.1007/978-3-319-60642-2_38							WOS:000465822500038						
C	Zielinski, C; Figat, M		Szewczyk, R; Zielinski, C; Kaliczynska, M		Zielinski, Cezary; Figat, Maksym			Robot System Design Procedure Based on a Formal Specification	CHALLENGES IN AUTOMATION, ROBOTICS AND MEASUREMENT TECHNIQUES	Advances in Intelligent Systems and Computing				International Conference Challenges in Automation, Robotics and Measurement Techniques (Automation)	MAR 02-04, 2016	Warsaw, POLAND									; Zielinski, Cezary/F-3842-2015	Figat, Maksym/0000-0002-1898-0540; Zielinski, Cezary/0000-0001-7604-8834												2194-5357	2194-5365	978-3-319-29357-8; 978-3-319-29356-1				2016	440						511	522		10.1007/978-3-319-29357-8_45							WOS:000381924400045						
C	Markova, V; Kalinkov, K; Stanev, P; Ganchev, T		Abraham, A; Kovalev, S; Tarassov, V; Snasel, V; Vasileva, M; Sukhanov, A		Markova, Valentina; Kalinkov, Kalin; Stanev, Petar; Ganchev, Todor			Automated Stress Level Monitoring in Mobile Setup	PROCEEDINGS OF THE SECOND INTERNATIONAL SCIENTIFIC CONFERENCE INTELLIGENT INFORMATION TECHNOLOGIES FOR INDUSTRY (IITI'17), VOL 2	Advances in Intelligent Systems and Computing				2nd International Scientific Conference on Intelligent Information Technologies for Industry (IITI)	SEP 14-16, 2017	Varna, BULGARIA	Tech Univ Varna, Tech Univ Sofia, VSB Tech Univ Ostrava, Rostov State Transport Univ								Markova, Valentina/A-2443-2017; Ganchev, Todor/A-1915-2017	Markova, Valentina/0000-0002-1819-4507; Ganchev, Todor/0000-0003-0384-4033												2194-5357	2194-5365	978-3-319-68324-9				2018	680						323	331		10.1007/978-3-319-68324-9_35							WOS:000585075400035						
C	Klamka, J		Mitkowski, W; Kacprzyk, J; Oprzedkiewicz, K; Skruch, P		Klamka, Jerzy			Relationship between controllability of standard and fractional linear systems	TRENDS IN ADVANCED INTELLIGENT CONTROL, OPTIMIZATION AND AUTOMATION	Advances in Intelligent Systems and Computing				19th Polish Control Conference (KKA)	JUN 18-21, 2017	Krakow, POLAND	AGH Univ Sci & Technol, Fac Elect Engn, Automat, Comp Sci & Biomed Engn, Dept Automat & Biomed Engn, Polish Acad Sci, Comm Automat Control & Robot, Polish Acad Arts & Sci, Commiss Engn Sci																					2194-5357	2194-5365	978-3-319-60699-6				2017	577						455	459		10.1007/978-3-319-60699-6_44							WOS:000470009800044						
C	Costa, ED; Rocha, HJB; Silva, ET; Lima, NC; Cavalcanti, J		Rocha, A; Correia, AM; Adeli, H; Reis, LP; Costanzo, S		Costa, Evandro de Barros; Barbosa Rocha, Hemilis Joyse; Silva, Emanuele Tuane; Lima, Natalia Caroline; Cavalcanti, Juliana			Understanding and Personalising Clothing Recommendation for Women	RECENT ADVANCES IN INFORMATION SYSTEMS AND TECHNOLOGIES, VOL 1	Advances in Intelligent Systems and Computing				World Conference on Information Systems and Technologies (WorldCIST)	APR 11-13, 2017	Madeira, PORTUGAL																						2194-5357	2194-5365	978-3-319-56535-4; 978-3-319-56534-7				2017	569						841	850		10.1007/978-3-319-56535-4_82							WOS:000425543100082						
C	Sen, B; Meitei, MG; Sharma, K; Ghose, MK; Sinha, S		Bhattacharyya, S; Chaki, N; Konar, D; Chakraborty, UK; Singh, CT		Sen, Biswaraj; Meitei, Moirangthem Goldie; Sharma, Kalpana; Ghose, Mrinal Kanti; Sinha, Sanku			A Trust-Based Intrusion Detection System for Mitigating Blackhole Attacks in MANET	ADVANCED COMPUTATIONAL AND COMMUNICATION PARADIGMS, VOL 2	Advances in Intelligent Systems and Computing				1st International Conference on Advanced Computational and Communication Paradigms (ICACCP)	SEP 08-10, 2017	Sikkim Manipal Inst Technol, Dept Comp Sci & Engn, Majitar, INDIA		Sikkim Manipal Inst Technol, Dept Comp Sci & Engn							Sharma, Kalpana/AAU-2927-2020	Sharma, Kalpana/0000-0001-5083-2428												2194-5357	2194-5365	978-981-10-8237-5; 978-981-10-8236-8				2018	706						765	775		10.1007/978-981-10-8237-5_74							WOS:000553799500074						
C	Zhangbo		Du, ZY		Zhangbo			Research and Application of Embedded Real-Time Operating System	INTELLIGENCE COMPUTATION AND EVOLUTIONARY COMPUTATION	Advances in Intelligent Systems and Computing				International Conference of Intelligence Computation and Evolutionary Computation (ICEC 2012)	JUL 07, 2012	Wuhan, PEOPLES R CHINA	Informat Technol & Ind Engn Res Ctr																					2194-5357		978-3-642-31655-5				2013	180						319	325									WOS:000316302700046						
C	He, FB; Zhang, HH; Bortoletto, R; Liang, YD; Pagello, E		Menegatti, E; Michael, N; Berns, K; Yamaguchi, H		He, Fuben; Zhang, Haohan; Bortoletto, Roberto; Liang, Yande; Pagello, Enrico			Adaptive Design and Control of a Robot-Assisted Lower Back Exoskeletal Spine System	INTELLIGENT AUTONOMOUS SYSTEMS 13	Advances in Intelligent Systems and Computing				13th International Conference on Intelligent Autonomous Systems (IAS)	JUL 15-18, 2014	Centro Congressi Padova, Padova, ITALY	Univ Padova	Centro Congressi Padova							Zhang, Haohan/AAX-3785-2021	PAGELLO, ENRICO/0000-0002-8152-0707												2194-5357	2194-5365	978-3-319-08338-4; 978-3-319-08337-7				2016	302						1503	1513		10.1007/978-3-319-08338-4_108							WOS:000377956900108						
C	Zamecnik, P; Gabrhel, V; Kureckova, V; Rezac, P		Stanton, NA; Landry, S; DiBucchianico, G; Vallicelli, A		Zamecnik, Petr; Gabrhel, Vit; Kureckova, Veronika; Rezac, Pavel			7 Years of Experience with Demerit Point System in the Czech Republic: Is It Effective?	ADVANCES IN HUMAN ASPECTS OF TRANSPORTATION	Advances in Intelligent Systems and Computing				International Conference on Human Factors in Transportation	JUL 27-31, 2016	FL																						2194-5357	2194-5365	978-3-319-41682-3; 978-3-319-41681-6				2017	484						269	278		10.1007/978-3-319-41682-3_23							WOS:000390836900023						
C	Mercorelli, P; Schimmack, M		Abraham, A; WegrzynWolska, K; Hassanien, AE; Snasel, V; Alimi, AM		Mercorelli, Paolo; Schimmack, Manuel			Geometric Properties on the Perfect Decoupling Disturbance Control in Manufacturing Systems	PROCEEDINGS OF THE SECOND INTERNATIONAL AFRO-EUROPEAN CONFERENCE FOR INDUSTRIAL ADVANCEMENT (AECIA 2015)	Advances in Intelligent Systems and Computing				2nd International Afro-European Conference for Industrial Advancement (AECIA)	SEP 09-11, 2015	Engn Sch Digital Sci, AllianSTIC Lab, Villejuif, FRANCE	Tech Univ Ostrava, Dept Comp Sci, Univ Sfax, Res Grp Intelligent Machines	Engn Sch Digital Sci, AllianSTIC Lab								Mercorelli, Paolo/0000-0003-3288-5280												2194-5357		978-3-319-29504-6; 978-3-319-29503-9				2016	427						283	292		10.1007/978-3-319-29504-6_28							WOS:000371912400028						
C	Chadli, M		Zelinka, I; Rossler, OE; Snasel, V; Abraham, A; Corchado, ES		Chadli, Mohammed			Observer Design for Polytopic Systems: Application to Chaotic System Reconstruction	NOSTRADAMUS: MODERN METHODS OF PREDICTION, MODELING AND ANALYSIS OF NONLINEAR SYSTEMS	Advances in Intelligent Systems and Computing				Nostradamus Conference	SEP, 2012	Ostrava, CZECH REPUBLIC	IT4 Innovat, VSB Tech Univ Ostrava, MIR Lab, Ctr Chaos & Complex Networks, Journal Unconvent Comp								CHADLI, Mohammed/R-5490-2019; CHADLI, Mohammed/I-1882-2013	CHADLI, Mohammed/0000-0002-0140-5187; CHADLI, Mohammed/0000-0002-0140-5187												2194-5357	2194-5365	978-3-642-33226-5				2013	192						9	24									WOS:000313767300003						
C	Filimonyuk, L		Silhavy, R; Senkerik, R; Oplatkova, ZK; Prokopova, Z; Silhavy, P		Filimonyuk, Leonid			The Problem of Critical Events' Combinations in Air Transportation Systems	ARTIFICIAL INTELLIGENCE TRENDS IN INTELLIGENT SYSTEMS, CSOC2017, VOL 1	Advances in Intelligent Systems and Computing				6th Computer Science On-Line Conference (CSOC)	APR, 2017	Zlin, CZECH REPUBLIC	OpenPublish eu s r o								Filimonyuk, Leonid/F-2611-2017	Filimonyuk, Leonid/0000-0002-0007-3969												2194-5357	2194-5365	978-3-319-57261-1				2017	573						384	392		10.1007/978-3-319-57261-1_38							WOS:000405337000038						
C	Shameem, PM; Shaji, RS; Vijayan, J		Suresh, LP; Panigrahi, BK		Shameem, P. Mohamed; Shaji, R. S.; Vijayan, Jyothi			A Novel Approach for Balancing the Loads on Virtual Machines for Scheduling Parallel Jobs Based on Priority-Based Consolidation Method	PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON SOFT COMPUTING SYSTEMS, ICSCS 2015, VOL 1	Advances in Intelligent Systems and Computing				International Conference On Soft Computing Systems (ICSCS)	APR 20-21, 2015	Noorul Islam Univ, Noorul Islam Ctr Higher Educ, Kumaracoil, INDIA		Noorul Islam Univ, Noorul Islam Ctr Higher Educ							Shaji, R S/I-3531-2014	r s, shaji/0000-0003-1903-0237												2194-5357		978-81-322-2671-0; 978-81-322-2669-7				2016	397						873	880		10.1007/978-81-322-2671-0_82							WOS:000377539600082						
C	Rodzin, S; Rodzin, L		Silhavy, R; Senkerik, R; Oplatkova, ZK; Prokopova, Z; Silhavy, P		Rodzin, Sergey; Rodzin, Lada			Mobile Learning Systems and Ontology	SOFTWARE ENGINEERING IN INTELLIGENT SYSTEMS (CSOC2015), VOL 3	Advances in Intelligent Systems and Computing				4th Computer Science On-line Conference (CSOC)	APR 27-30, 2015	CZECH REPUBLIC									Rodzin, Sergey/R-7457-2016	Rodzin, Sergei/0000-0002-9327-2309												2194-5357	2194-5365	978-3-319-18473-9; 978-3-319-18472-2				2015	349						45	54		10.1007/978-3-319-18473-9_5							WOS:000368088400005						
C	Vijayaragavan, P; Ponnusamy, R; Arramuthan, M; Vijila, T		Bhateja, V; LeNguyen, B; Nguyen, NG; Satapathy, SC; Le, DN		Vijayaragavan, P.; Ponnusamy, R.; Arramuthan, M.; Vijila, T.			RSSI-Based ZIGBEE Independent Monitoring System in Prison for Prisoners	INFORMATION SYSTEMS DESIGN AND INTELLIGENT APPLICATIONS, INDIA 2017	Advances in Intelligent Systems and Computing				4th International Conference on Information Systems Design and Intelligent Applications (INDIA)	JUN 15-17, 2017	Duy Tan Univ, Da Nang, VIETNAM		Duy Tan Univ							pichiyan, VIJAYARAGAVAN/J-3622-2016; Ponnusamy, R./P-1155-2017	pichiyan, VIJAYARAGAVAN/0000-0002-1053-8010; Ponnusamy, R./0000-0001-8164-5297												2194-5357	2194-5365	978-981-10-7512-4; 978-981-10-7511-7				2018	672						20	28		10.1007/978-981-10-7512-4_3							WOS:000456194600003						
